customerKey,itemKey,score,rank,customerName,codMarchio,itemDescription,marchio,reparto,sesso,sport,tipo,vendorItemNo,vendorNo
C07502-3A dei F_lli Antonini S_p_a_,N04-00002835-3A dei F_lli Antonini S_p_a_,9,7,DIR SPORT SRL,N04,3PPK VALUE COTTON CREW-SMLX,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4508-101,F03269
C04108-3A dei F_lli Antonini S_p_a_,N04-00002835-3A dei F_lli Antonini S_p_a_,9,10,RANZATO TERESA SRL,N04,3PPK VALUE COTTON CREW-SMLX,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4508-101,F03269
C07727-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,8,SPORTIME DI MANCA MARIA VITTORIA,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C07146-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,SPORT SERVICE SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C03782-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,VACANZE 2000 SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06989-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,MAZZOLANI EROS & C. S.A.S.,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C07688-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,STARSPORT DI PALUMBO FRANCESCO,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06423-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,NEW SPORT DI CAIAZZA GIUSEPPE,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C04227-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,BOTTAZZO SAS DI BOTTAZZO GIORGIO ANTONIO & C.,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C05081-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,BISBINO S.R.L.,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06948-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,SPORT CENTER SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06792-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,PLAY OFF SRLS,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C02282-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,CILLO DI BONI ITALO,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06876-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,COLORS SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C04040-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,GARIBALDINA SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C03715-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,MERCATO DELLA SCARPA DI LARDELLI DUCOLI SNC,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C05465-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,BINCO SPORT di Roberto Bincoletto,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06968-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,STREET SPORT SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C06924-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,10,PLATA SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C07729-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,SPORTLANDIA DI PAOLO GUARALDI,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C07502-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,8,DIR SPORT SRL,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C04433-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,AICARDI CARMEN ART. SPORTIVI,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C04095-3A dei F_lli Antonini S_p_a_,N04-00009234-3A dei F_lli Antonini S_p_a_,9,9,KAMMI SOC. COOP ,N04,M NK SHORT HBR,NIKE,ABBIGLIAMENTO,UOMO,BASKET,PANTALONI,910704-010,F03269
C07662-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,BABY SHOP CALZATURE SNC DI ORS,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07727-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,7,SPORTIME DI MANCA MARIA VITTORIA,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07416-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,RUN&FUN SAS ,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07648-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,8,CENTRO SPORT DI ROCCO CHIARA,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07682-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,VERDE BLU SNC DI BERTOZZI RM,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07146-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,8,SPORT SERVICE SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06984-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,PLUSS SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C08099-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,AMBROSIO GIUSEPPE,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07395-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,VALERIO SPORT,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C08821-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,SPORT E MODA SRLS,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C03964-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CA' SPORT S.N.C. DI MORO ALBERTO E C.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C03078-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CALZATURE TAGLIABUE 90' MINUTO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07051-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,7,SUPER SPORT DI ADDEVICO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07106-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,MESSINA ANTONIETTA,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07635-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CIPOLLONE SPORT DI PIERFELICE,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07019-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,SHOES COMPANY SNC DI VICO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06623-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,6,SPORTHERE DI MOTTA AMBROGIO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07688-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,8,STARSPORT DI PALUMBO FRANCESCO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06423-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,NEW SPORT DI CAIAZZA GIUSEPPE,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04227-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,BOTTAZZO SAS DI BOTTAZZO GIORGIO ANTONIO & C.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07121-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,4,AREA SPORT SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C05081-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,BISBINO S.R.L.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07112-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,BOX SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06792-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,PLAY OFF SRLS,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C05785-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,FRIZZA SPORT DI FRIZZA ENRICO MARIA,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07284-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,4,MAXI SMALL SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04708-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,BROGIOLI BERNARDO & C. SNC,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07621-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CASERTA SPORT SRLS,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06628-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,"ANNA SPORT SNC DI SPACCAPANICO VALTER, BREGLIA E B",N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06128-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,PADA SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C02282-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,CILLO DI BONI ITALO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07843-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,GOLDEN SPORT DI FUSCO GAETANO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06876-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,COLORS SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07637-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,MIRAFAN SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04040-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,GARIBALDINA SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C03765-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,PUZZOVIO SPORT DI PUZZOVIO LUIGI,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07650-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CAMPING SPORT DI DI LIDDO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04744-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,GOAL SNC DI BLASUCCI A. & L.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07550-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,VIGANO'  AMBROGIO SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C08031-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,DIMENSIONE CALCIO SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07664-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,ROBERT E CO SAS,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C03715-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,MERCATO DELLA SCARPA DI LARDELLI DUCOLI SNC,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07639-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,SPORTIAMO DI LEGGIERI ANGELA,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C05465-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,8,BINCO SPORT di Roberto Bincoletto,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07687-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,OLTREMONDO DI DAGOSTINO FERNANDO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07017-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,FIOCCA MODASPORT DI FIOCCA V.G.C. S,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C05637-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CAPITAL SPORT SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07088-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,N.C. COMPANY SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07082-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,MARCHIONNI SUPERMERCATI SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07043-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,HENRY SRL CALZATURE PELLETTERIE,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C08762-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,GIANNONE SPORT S.R.L.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06924-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,PLATA SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07670-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,MELDOLESI SPORT SAS DI MELDOLE,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07005-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,KIDDY SHOES DI DI PORTO ANGELO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06815-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,AG PROMO AGENCY SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06612-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,IDEA SPORT DI BOLLE DIEGO,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06990-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CENTRO CALZ.EUROMARKET SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07640-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,ANGELO SPORT SNC DI EGIDIO LIVRAGHI & C.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07160-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,ERRESPORT DI CHIACCHIO GIOVANNI,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07033-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,CLAUDIA SPORT SNC DI PANUNZI & C.,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07724-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,MAICOL SPORT TEAM,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C06938-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,VESCOVI SPORT DI VESCOVI MIRKO E C SNC,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04095-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,8,KAMMI SOC. COOP ,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07689-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,PRODI SPORT DI PRODI SAURO  C. SNC,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C07062-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,10,KOMISH SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
C04108-3A dei F_lli Antonini S_p_a_,N04-00001747-3A dei F_lli Antonini S_p_a_,10,9,RANZATO TERESA SRL,N04,U NK PERF LTWT NS 3PR,NIKE,ACCESSORI,UOMO,FITNESS/ALLENAMENTO,CALZE,SX4705-101,F03269
